runtime, instance number, max population size, population size, max offspring, number of offspring, mean
3.909, 7, 42, 41, 46,45, 1.596357814713636
3.94, 7, 42, 41, 47,46, 1.6212439000654157
3.933, 7, 42, 41, 48,47, 1.6053621377988854
3.901, 7, 42, 41, 49,48, 1.6121442759632358
3.956, 7, 42, 41, 50,49, 1.6383954787696537
5.401, 7, 43, 42, 1,0, 1.6787775305224848
5.217, 7, 43, 42, 2,1, 1.6393821893628684
5.034, 7, 43, 42, 3,2, 1.5910645590213295
4.952, 7, 43, 42, 4,3, 1.5419532052838731
4.744, 7, 43, 42, 5,4, 1.567545334264105
4.712, 7, 43, 42, 6,5, 1.5561778124097938
4.553, 7, 43, 42, 7,6, 1.5432958455467418
4.509, 7, 43, 42, 8,7, 1.5079072992836207
4.408, 7, 43, 42, 9,8, 1.5534107482775572
4.369, 7, 43, 42, 10,9, 1.520849529950823
4.34, 7, 43, 42, 11,10, 1.509145716848787
4.297, 7, 43, 42, 12,11, 1.5228677446156356
4.265, 7, 43, 42, 13,12, 1.5182985377049563
4.188, 7, 43, 42, 14,13, 1.5558082599794332
4.178, 7, 43, 42, 15,14, 1.5081829924324222
4.148, 7, 43, 42, 16,15, 1.5356990638165935
4.126, 7, 43, 42, 17,16, 1.5230365314919552
4.114, 7, 43, 42, 18,17, 1.5595602539362248
4.076, 7, 43, 42, 19,18, 1.5409632644531732
4.074, 7, 43, 42, 20,19, 1.5310285969554003
4.08, 7, 43, 42, 21,20, 1.5507274245968952
3.999, 7, 43, 42, 22,21, 1.5503006156783041
4.041, 7, 43, 42, 23,22, 1.562420380676879
4.02, 7, 43, 42, 24,23, 1.5086200849829
3.999, 7, 43, 42, 25,24, 1.5328927026692587
4.011, 7, 43, 42, 26,25, 1.56018628109524
4.066, 7, 43, 42, 27,26, 1.5521741237164732
3.955, 7, 43, 42, 28,27, 1.5615045807119678
4.015, 7, 43, 42, 29,28, 1.5463989558381084
3.961, 7, 43, 42, 30,29, 1.578351413776969
3.965, 7, 43, 42, 31,30, 1.5425856292230844
3.987, 7, 43, 42, 32,31, 1.5495511291078756
3.928, 7, 43, 42, 33,32, 1.5805645477676895
4.032, 7, 43, 42, 34,33, 1.5763321321065464
3.951, 7, 43, 42, 35,34, 1.5907341506196908
3.945, 7, 43, 42, 36,35, 1.5989809752938324
3.982, 7, 43, 42, 37,36, 1.6056948981477657
3.905, 7, 43, 42, 38,37, 1.5923647646498642
3.969, 7, 43, 42, 39,38, 1.5766145138540264
3.965, 7, 43, 42, 40,39, 1.5772201342270933
3.927, 7, 43, 42, 41,40, 1.5826029255041363
3.968, 7, 43, 42, 42,41, 1.6198734706467117
3.955, 7, 43, 42, 43,42, 1.6162617112570086
3.933, 7, 43, 42, 44,43, 1.6385323325666472
3.94, 7, 43, 42, 45,44, 1.5945441607493531
3.901, 7, 43, 42, 46,45, 1.6094748385662805
3.959, 7, 43, 42, 47,46, 1.634115646551172
3.927, 7, 43, 42, 48,47, 1.6333127954756819
3.946, 7, 43, 42, 49,48, 1.6241857538454088
3.968, 7, 43, 42, 50,49, 1.641459772898936
5.408, 7, 44, 43, 1,0, 1.6933229033838366
5.313, 7, 44, 43, 2,1, 1.6249769499106794
5.041, 7, 44, 43, 3,2, 1.6312512663215042
4.924, 7, 44, 43, 4,3, 1.5411756345805039
4.783, 7, 44, 43, 5,4, 1.5512805060275274
4.728, 7, 44, 43, 6,5, 1.5478556854362855
4.592, 7, 44, 43, 7,6, 1.5280041477655313
4.527, 7, 44, 43, 8,7, 1.48485019117324
4.44, 7, 44, 43, 9,8, 1.5094922460540903
4.363, 7, 44, 43, 10,9, 1.5084012021317006
4.37, 7, 44, 43, 11,10, 1.5141949390146678
4.242, 7, 44, 43, 12,11, 1.528698472063109
4.287, 7, 44, 43, 13,12, 1.4968785312483597
4.193, 7, 44, 43, 14,13, 1.547661942675848
4.205, 7, 44, 43, 15,14, 1.540543322540302
4.203, 7, 44, 43, 16,15, 1.5526083485300157
4.136, 7, 44, 43, 17,16, 1.5417953456119267
4.123, 7, 44, 43, 18,17, 1.5515622095823884
4.08, 7, 44, 43, 19,18, 1.5588143390801938
4.108, 7, 44, 43, 20,19, 1.5492209549608256
4.09, 7, 44, 43, 21,20, 1.5717068081153518
4.05, 7, 44, 43, 22,21, 1.51781343374215
4.037, 7, 44, 43, 23,22, 1.5048654257501988
4.045, 7, 44, 43, 24,23, 1.5661797501432184
4.006, 7, 44, 43, 25,24, 1.5730811883491078
4.05, 7, 44, 43, 26,25, 1.572340661596154
3.988, 7, 44, 43, 27,26, 1.5423109464882694
3.997, 7, 44, 43, 28,27, 1.5669013267530458
4.025, 7, 44, 43, 29,28, 1.5789191461566146
3.96, 7, 44, 43, 30,29, 1.5754433861470194
3.992, 7, 44, 43, 31,30, 1.5653547694381065
3.94, 7, 44, 43, 32,31, 1.58014649816618
3.968, 7, 44, 43, 33,32, 1.5630125478679275
3.976, 7, 44, 43, 34,33, 1.5848099571683165
3.969, 7, 44, 43, 35,34, 1.5554049329435404
3.94, 7, 44, 43, 36,35, 1.5796147263059286
3.977, 7, 44, 43, 37,36, 1.58418370509718
3.922, 7, 44, 43, 38,37, 1.6156388811584315
3.954, 7, 44, 43, 39,38, 1.5848591500918119
3.955, 7, 44, 43, 40,39, 1.6179835512501168
3.909, 7, 44, 43, 41,40, 1.6108136979228884
3.967, 7, 44, 43, 42,41, 1.5758465868164577
3.959, 7, 44, 43, 43,42, 1.61947396577741
3.92, 7, 44, 43, 44,43, 1.6613938532051247
3.952, 7, 44, 43, 45,44, 1.6163111939080888
3.929, 7, 44, 43, 46,45, 1.6440158866620451
3.965, 7, 44, 43, 47,46, 1.6121303010466541
3.907, 7, 44, 43, 48,47, 1.6419693219155533
3.915, 7, 44, 43, 49,48, 1.634069380980094
3.961, 7, 44, 43, 50,49, 1.635244251624951
5.455, 7, 45, 44, 1,0, 1.7044323445467193
5.303, 7, 45, 44, 2,1, 1.6382533357119609
5.028, 7, 45, 44, 3,2, 1.5973061680968468
4.928, 7, 45, 44, 4,3, 1.5546016089536523
4.773, 7, 45, 44, 5,4, 1.578671181552226
4.715, 7, 45, 44, 6,5, 1.532010383668386
4.571, 7, 45, 44, 7,6, 1.5159988754547415
4.542, 7, 45, 44, 8,7, 1.5181551827577922
4.435, 7, 45, 44, 9,8, 1.5266045373401436
4.386, 7, 45, 44, 10,9, 1.4981829981528385
4.354, 7, 45, 44, 11,10, 1.5300815097312948
4.284, 7, 45, 44, 12,11, 1.5219568294820331
4.277, 7, 45, 44, 13,12, 1.5343925074846418
4.189, 7, 45, 44, 14,13, 1.5664091160045295
4.195, 7, 45, 44, 15,14, 1.57232135333779
4.189, 7, 45, 44, 16,15, 1.550647900257484
4.147, 7, 45, 44, 17,16, 1.53948020542092
4.126, 7, 45, 44, 18,17, 1.5333691956921682
4.171, 7, 45, 44, 19,18, 1.5250409995823264
4.217, 7, 45, 44, 20,19, 1.5509060243644686
4.232, 7, 45, 44, 21,20, 1.5709651507778446
4.173, 7, 45, 44, 22,21, 1.5447290531492213
4.191, 7, 45, 44, 23,22, 1.5434784767151157
4.16, 7, 45, 44, 24,23, 1.578359354935
4.16, 7, 45, 44, 25,24, 1.5577547406579835
4.099, 7, 45, 44, 26,25, 1.5475548554088336
4.096, 7, 45, 44, 27,26, 1.5787865099003395
4.086, 7, 45, 44, 28,27, 1.5575367750699043
4.024, 7, 45, 44, 29,28, 1.5923553135498079
4.146, 7, 45, 44, 30,29, 1.5486202134205254
4.02, 7, 45, 44, 31,30, 1.5781201472758781
3.979, 7, 45, 44, 32,31, 1.6183820175065837
4.005, 7, 45, 44, 33,32, 1.5929878959342507
3.983, 7, 45, 44, 34,33, 1.5970481815435427
3.978, 7, 45, 44, 35,34, 1.5948047306218762
3.988, 7, 45, 44, 36,35, 1.5805893477611779
3.957, 7, 45, 44, 37,36, 1.5978201187677818
3.961, 7, 45, 44, 38,37, 1.5826085102913698
3.977, 7, 45, 44, 39,38, 1.6148887016657483
3.977, 7, 45, 44, 40,39, 1.6079769463327467
3.966, 7, 45, 44, 41,40, 1.5827274693336868
3.957, 7, 45, 44, 42,41, 1.6071533042332393
3.972, 7, 45, 44, 43,42, 1.6064655446457785
3.98, 7, 45, 44, 44,43, 1.5830414677062792
3.976, 7, 45, 44, 45,44, 1.627775683632262
4.092, 7, 45, 44, 46,45, 1.6409319383441514
3.985, 7, 45, 44, 47,46, 1.6521913790604956
3.99, 7, 45, 44, 48,47, 1.659581293756823
3.943, 7, 45, 44, 49,48, 1.6489816680320188
4.009, 7, 45, 44, 50,49, 1.6288487509837117
5.428, 7, 46, 45, 1,0, 1.6706302588486295
5.245, 7, 46, 45, 2,1, 1.633248256885193
5.075, 7, 46, 45, 3,2, 1.591220623062616
4.945, 7, 46, 45, 4,3, 1.591502015072321
4.781, 7, 46, 45, 5,4, 1.5745074465562792
4.724, 7, 46, 45, 6,5, 1.5349103098791548
4.617, 7, 46, 45, 7,6, 1.5671859975492486
4.578, 7, 46, 45, 8,7, 1.5557259175190126
4.427, 7, 46, 45, 9,8, 1.5239156205376092
4.425, 7, 46, 45, 10,9, 1.5176941874070136
4.336, 7, 46, 45, 11,10, 1.5144220553685854
4.316, 7, 46, 45, 12,11, 1.5307586958072563
4.325, 7, 46, 45, 13,12, 1.529755282554515
4.217, 7, 46, 45, 14,13, 1.512570566148529
4.214, 7, 46, 45, 15,14, 1.5298891100282261
4.142, 7, 46, 45, 16,15, 1.5613521284035756
4.162, 7, 46, 45, 17,16, 1.5557815135400097
4.158, 7, 46, 45, 18,17, 1.5514975594712215
4.132, 7, 46, 45, 19,18, 1.5470063995316383
4.128, 7, 46, 45, 20,19, 1.5205924404816726
4.057, 7, 46, 45, 21,20, 1.558382901482228
4.054, 7, 46, 45, 22,21, 1.5711717610141804
4.112, 7, 46, 45, 23,22, 1.543042515629748
4.034, 7, 46, 45, 24,23, 1.553354429663525
4.033, 7, 46, 45, 25,24, 1.5658648785613614
4.035, 7, 46, 45, 26,25, 1.5670233739182027
4.003, 7, 46, 45, 27,26, 1.56037524217736
4.003, 7, 46, 45, 28,27, 1.5745849167324757
3.985, 7, 46, 45, 29,28, 1.5786394654251832
3.999, 7, 46, 45, 30,29, 1.5853260876508501
3.978, 7, 46, 45, 31,30, 1.5792090841921573
4.008, 7, 46, 45, 32,31, 1.5838657407067676
3.974, 7, 46, 45, 33,32, 1.5969592050977357
3.974, 7, 46, 45, 34,33, 1.5818215892372836
3.973, 7, 46, 45, 35,34, 1.6217900594379646
3.985, 7, 46, 45, 36,35, 1.6013231340203569
3.954, 7, 46, 45, 37,36, 1.5948778717471292
4.024, 7, 46, 45, 38,37, 1.6250370479949563
3.961, 7, 46, 45, 39,38, 1.6072161184648894
3.952, 7, 46, 45, 40,39, 1.6380795008515818
3.949, 7, 46, 45, 41,40, 1.6115704726797784
3.959, 7, 46, 45, 42,41, 1.6312887926423296
3.927, 7, 46, 45, 43,42, 1.65373358238729
3.953, 7, 46, 45, 44,43, 1.6321912715196245
3.966, 7, 46, 45, 45,44, 1.6331561604054905
3.955, 7, 46, 45, 46,45, 1.6343094320321554
3.971, 7, 46, 45, 47,46, 1.6742549956297776
3.951, 7, 46, 45, 48,47, 1.6660787374187187
4.009, 7, 46, 45, 49,48, 1.660226490717541
3.952, 7, 46, 45, 50,49, 1.6423541160115243
5.462, 7, 47, 46, 1,0, 1.7179250460368913
5.27, 7, 47, 46, 2,1, 1.6570844226887373
5.109, 7, 47, 46, 3,2, 1.6205334574089332
4.917, 7, 47, 46, 4,3, 1.572369133753948
4.825, 7, 47, 46, 5,4, 1.5569972187536856
4.705, 7, 47, 46, 6,5, 1.560050555808503
4.591, 7, 47, 46, 7,6, 1.5270933015297405
4.542, 7, 47, 46, 8,7, 1.531311918951669
4.441, 7, 47, 46, 9,8, 1.5404992809705256
4.441, 7, 47, 46, 10,9, 1.5244109358646243
4.35, 7, 47, 46, 11,10, 1.5254537027764963
4.32, 7, 47, 46, 12,11, 1.529726569138914
4.257, 7, 47, 46, 13,12, 1.5282789546822948
4.256, 7, 47, 46, 14,13, 1.5202889937575448
4.212, 7, 47, 46, 15,14, 1.5673233594406293
4.154, 7, 47, 46, 16,15, 1.5357539785721017
4.176, 7, 47, 46, 17,16, 1.5509857632798858
4.128, 7, 47, 46, 18,17, 1.5241539457947926
4.097, 7, 47, 46, 19,18, 1.5531593976500453
4.231, 7, 47, 46, 20,19, 1.548169698818274
4.045, 7, 47, 46, 21,20, 1.5495470717116233
4.125, 7, 47, 46, 22,21, 1.5182424192239874
4.026, 7, 47, 46, 23,22, 1.5516986987728725
4.039, 7, 47, 46, 24,23, 1.5748173559749294
4.052, 7, 47, 46, 25,24, 1.5520092099332028
4.015, 7, 47, 46, 26,25, 1.5451222554246642
4.037, 7, 47, 46, 27,26, 1.579435130093817
4.076, 7, 47, 46, 28,27, 1.5781954958692317
3.984, 7, 47, 46, 29,28, 1.5895154151091333
4.04, 7, 47, 46, 30,29, 1.5664632001685015
3.981, 7, 47, 46, 31,30, 1.596638248415243
3.981, 7, 47, 46, 32,31, 1.5987857424233964
3.993, 7, 47, 46, 33,32, 1.610627003477981
3.978, 7, 47, 46, 34,33, 1.5711604918997415
4.008, 7, 47, 46, 35,34, 1.6209105912831703
3.954, 7, 47, 46, 36,35, 1.6027786345610529
3.983, 7, 47, 46, 37,36, 1.6417716110951512
4.002, 7, 47, 46, 38,37, 1.6118677487191395
3.968, 7, 47, 46, 39,38, 1.6116690268399154
3.98, 7, 47, 46, 40,39, 1.6112375155265592
3.969, 7, 47, 46, 41,40, 1.5995140699857708
3.979, 7, 47, 46, 42,41, 1.6304573610810753
4.018, 7, 47, 46, 43,42, 1.6533133402178315
3.972, 7, 47, 46, 44,43, 1.6311388483142721
3.919, 7, 47, 46, 45,44, 1.6509715791001454
3.985, 7, 47, 46, 46,45, 1.6111556867976469
3.969, 7, 47, 46, 47,46, 1.6233631270093245
3.972, 7, 47, 46, 48,47, 1.6560318975627137
3.961, 7, 47, 46, 49,48, 1.645375686145589
3.995, 7, 47, 46, 50,49, 1.6791476249482855
5.512, 7, 48, 47, 1,0, 1.675081701013044
5.256, 7, 48, 47, 2,1, 1.6477583617443838
5.121, 7, 48, 47, 3,2, 1.6132965451501797
4.895, 7, 48, 47, 4,3, 1.5839362269088688
4.822, 7, 48, 47, 5,4, 1.5534603326347682
4.698, 7, 48, 47, 6,5, 1.5581296060452645
4.653, 7, 48, 47, 7,6, 1.53341995055409
4.501, 7, 48, 47, 8,7, 1.540327232147988
4.438, 7, 48, 47, 9,8, 1.5320033500194854
4.452, 7, 48, 47, 10,9, 1.534235136173214
4.349, 7, 48, 47, 11,10, 1.5644770925998432
4.337, 7, 48, 47, 12,11, 1.5341209883697253
4.269, 7, 48, 47, 13,12, 1.5323438615190557
4.228, 7, 48, 47, 14,13, 1.55157388797435
4.238, 7, 48, 47, 15,14, 1.5323240328644445
4.15, 7, 48, 47, 16,15, 1.5675754279881358
4.198, 7, 48, 47, 17,16, 1.5611936370775341
4.126, 7, 48, 47, 18,17, 1.591796385522094
4.117, 7, 48, 47, 19,18, 1.5814296073982879
4.135, 7, 48, 47, 20,19, 1.5495917373770223
4.122, 7, 48, 47, 21,20, 1.5832172261871968
4.1, 7, 48, 47, 22,21, 1.5652589422130128
4.057, 7, 48, 47, 23,22, 1.5623122353872496
4.048, 7, 48, 47, 24,23, 1.5828588591248158
4.069, 7, 48, 47, 25,24, 1.5892350574698981
4.038, 7, 48, 47, 26,25, 1.565950392463247
4.028, 7, 48, 47, 27,26, 1.578090786778368
4.013, 7, 48, 47, 28,27, 1.5550071720455403
4.013, 7, 48, 47, 29,28, 1.5759429796370963
4.024, 7, 48, 47, 30,29, 1.581586230391227
3.993, 7, 48, 47, 31,30, 1.6043697331811324
4.028, 7, 48, 47, 32,31, 1.5765656465055886
3.976, 7, 48, 47, 33,32, 1.6200803392321557
3.981, 7, 48, 47, 34,33, 1.6104778949472311
4.013, 7, 48, 47, 35,34, 1.6026759848594128
4.029, 7, 48, 47, 36,35, 1.633994240346879
3.97, 7, 48, 47, 37,36, 1.5757595976390948
4.009, 7, 48, 47, 38,37, 1.6119813685197553
3.999, 7, 48, 47, 39,38, 1.6204313624453413
4.003, 7, 48, 47, 40,39, 1.6540860171005782
3.99, 7, 48, 47, 41,40, 1.6542347979551786
3.99, 7, 48, 47, 42,41, 1.6380780612405215
3.999, 7, 48, 47, 43,42, 1.6651018851026567
3.988, 7, 48, 47, 44,43, 1.6687260398362134
3.95, 7, 48, 47, 45,44, 1.6554578439682424
3.969, 7, 48, 47, 46,45, 1.6364615502161672
3.955, 7, 48, 47, 47,46, 1.6638918035430947
4.002, 7, 48, 47, 48,47, 1.646629443662738
3.943, 7, 48, 47, 49,48, 1.6489731701100365
3.955, 7, 48, 47, 50,49, 1.6301098660809743
5.524, 7, 49, 48, 1,0, 1.742472615977548
5.26, 7, 49, 48, 2,1, 1.6134633142779424
5.116, 7, 49, 48, 3,2, 1.5912375202815774
4.93, 7, 49, 48, 4,3, 1.607652454369049
4.806, 7, 49, 48, 5,4, 1.5681966645362082
4.691, 7, 49, 48, 6,5, 1.55764095069617
4.602, 7, 49, 48, 7,6, 1.5456514548514577
4.482, 7, 49, 48, 8,7, 1.551752525180335
4.46, 7, 49, 48, 9,8, 1.5542669111744485
4.393, 7, 49, 48, 10,9, 1.5330300058718342
4.329, 7, 49, 48, 11,10, 1.551076602999209
4.306, 7, 49, 48, 12,11, 1.5543959184942746
4.297, 7, 49, 48, 13,12, 1.5161020628429605
4.266, 7, 49, 48, 14,13, 1.5928298595718422
4.191, 7, 49, 48, 15,14, 1.5700723695651944
4.173, 7, 49, 48, 16,15, 1.5552989628420497
4.178, 7, 49, 48, 17,16, 1.5320527540037399
4.14, 7, 49, 48, 18,17, 1.5606561381293051
4.121, 7, 49, 48, 19,18, 1.567069072186921
4.133, 7, 49, 48, 20,19, 1.551020273470283
4.072, 7, 49, 48, 21,20, 1.5886918932651004
4.093, 7, 49, 48, 22,21, 1.5671337113019619
4.043, 7, 49, 48, 23,22, 1.5893472198188079
4.073, 7, 49, 48, 24,23, 1.5660766194400217
4.017, 7, 49, 48, 25,24, 1.5955579124571226
4.012, 7, 49, 48, 26,25, 1.608531745815725
4.047, 7, 49, 48, 27,26, 1.5714381017382562
4.009, 7, 49, 48, 28,27, 1.585622065838004
4.036, 7, 49, 48, 29,28, 1.5818718476365174
3.988, 7, 49, 48, 30,29, 1.5681843103061082
4.008, 7, 49, 48, 31,30, 1.5974328807454514
4.037, 7, 49, 48, 32,31, 1.582287363645299
3.995, 7, 49, 48, 33,32, 1.5849851141416422
4.004, 7, 49, 48, 34,33, 1.5919651730029765
4.033, 7, 49, 48, 35,34, 1.6339979964710754
3.984, 7, 49, 48, 36,35, 1.6224114407597703
3.995, 7, 49, 48, 37,36, 1.6358942101175937
4.025, 7, 49, 48, 38,37, 1.6377792058376368
3.957, 7, 49, 48, 39,38, 1.636088778029201
4.012, 7, 49, 48, 40,39, 1.64693135279215
3.973, 7, 49, 48, 41,40, 1.6328711187916132
3.967, 7, 49, 48, 42,41, 1.6456156131196777
4.022, 7, 49, 48, 43,42, 1.6493091061463716
3.962, 7, 49, 48, 44,43, 1.6431775933630395
4.056, 7, 49, 48, 45,44, 1.632607973693967
4.085, 7, 49, 48, 46,45, 1.6553384059012608
4.027, 7, 49, 48, 47,46, 1.6547960293492312
3.977, 7, 49, 48, 48,47, 1.6457864190163534
4.015, 7, 49, 48, 49,48, 1.6694936952802926
4.014, 7, 49, 48, 50,49, 1.698524387600156
5.446, 7, 50, 49, 1,0, 1.7109218123221654
5.319, 7, 50, 49, 2,1, 1.664313511491553
5.087, 7, 50, 49, 3,2, 1.6177288523767857
4.959, 7, 50, 49, 4,3, 1.5530456482778967
4.817, 7, 50, 49, 5,4, 1.5605326243997633
4.688, 7, 50, 49, 6,5, 1.5873720788704988
4.669, 7, 50, 49, 7,6, 1.5374493926073076
4.536, 7, 50, 49, 8,7, 1.5645573577323586
4.503, 7, 50, 49, 9,8, 1.5493714793398468
4.721, 7, 50, 49, 10,9, 1.5468797748496121
4.394, 7, 50, 49, 11,10, 1.5318681158148706
4.34, 7, 50, 49, 12,11, 1.5411733802482477
4.258, 7, 50, 49, 13,12, 1.5324464333535632
4.285, 7, 50, 49, 14,13, 1.5321747158568086
4.241, 7, 50, 49, 15,14, 1.55980778476248
4.225, 7, 50, 49, 16,15, 1.5748310485733952
4.167, 7, 50, 49, 17,16, 1.5809114489105172
4.136, 7, 50, 49, 18,17, 1.5433966778765122
4.154, 7, 50, 49, 19,18, 1.5387370975742534
4.094, 7, 50, 49, 20,19, 1.5509055281619928
4.132, 7, 50, 49, 21,20, 1.5544259729982923
4.077, 7, 50, 49, 22,21, 1.5857649264649065
4.08, 7, 50, 49, 23,22, 1.5906328105221
4.084, 7, 50, 49, 24,23, 1.5750139798118525
4.027, 7, 50, 49, 25,24, 1.5834613724206559
4.083, 7, 50, 49, 26,25, 1.5872464749753425
4.042, 7, 50, 49, 27,26, 1.5926380680582846
3.991, 7, 50, 49, 28,27, 1.5530567710252468
4.052, 7, 50, 49, 29,28, 1.6088291758214723
4.016, 7, 50, 49, 30,29, 1.5936523498795947
4.046, 7, 50, 49, 31,30, 1.5948180870912065
4.008, 7, 50, 49, 32,31, 1.5737209921518396
4.0, 7, 50, 49, 33,32, 1.605404202563517
4.036, 7, 50, 49, 34,33, 1.6046427878992333
4.025, 7, 50, 49, 35,34, 1.616782574769624
4.037, 7, 50, 49, 36,35, 1.6049098913311362
4.023, 7, 50, 49, 37,36, 1.6184105652216487
3.988, 7, 50, 49, 38,37, 1.6255539436302562
4.017, 7, 50, 49, 39,38, 1.6432022038221519
3.955, 7, 50, 49, 40,39, 1.6383816793044133
3.992, 7, 50, 49, 41,40, 1.6366968433847688
4.218, 7, 50, 49, 42,41, 1.5965106273618819
4.218, 7, 50, 49, 43,42, 1.6303364336981283
4.227, 7, 50, 49, 44,43, 1.6618556707193703
4.206, 7, 50, 49, 45,44, 1.6534675679300608
3.967, 7, 50, 49, 46,45, 1.6628325031453546
4.02, 7, 50, 49, 47,46, 1.6471428016470444
4.001, 7, 50, 49, 48,47, 1.674744926189072
3.943, 7, 50, 49, 49,48, 1.6584074431505353
3.975, 7, 50, 49, 50,49, 1.6910745701583376
4.869, 8, 1, 0, 1,0, 1.5005747527487747
4.607, 8, 1, 0, 2,1, 1.4887951472121734
4.382, 8, 1, 0, 3,2, 1.5049846937582796
4.349, 8, 1, 0, 4,3, 1.515454388533159
4.27, 8, 1, 0, 5,4, 1.4790748109113254
4.224, 8, 1, 0, 6,5, 1.4900966837233633
4.189, 8, 1, 0, 7,6, 1.50553646382517
4.122, 8, 1, 0, 8,7, 1.4816265642538335
4.103, 8, 1, 0, 9,8, 1.5082528915410487
4.082, 8, 1, 0, 10,9, 1.4708884898941454
4.023, 8, 1, 0, 11,10, 1.4530139972623806
4.063, 8, 1, 0, 12,11, 1.4649912971007346
3.992, 8, 1, 0, 13,12, 1.5262629613674796
4.026, 8, 1, 0, 14,13, 1.4776618982934315
4.003, 8, 1, 0, 15,14, 1.4914606251726936
3.966, 8, 1, 0, 16,15, 1.5081819626685264
4.007, 8, 1, 0, 17,16, 1.5298362352229107
3.956, 8, 1, 0, 18,17, 1.4858294135049679
3.949, 8, 1, 0, 19,18, 1.4643446523072998
3.984, 8, 1, 0, 20,19, 1.4951798937540324
3.983, 8, 1, 0, 21,20, 1.4925584899904378
3.951, 8, 1, 0, 22,21, 1.541410371151702
3.927, 8, 1, 0, 23,22, 1.5130783078846313
3.927, 8, 1, 0, 24,23, 1.5302901096012282
3.952, 8, 1, 0, 25,24, 1.4862252471027755
3.912, 8, 1, 0, 26,25, 1.537482158067451
3.918, 8, 1, 0, 27,26, 1.5154484023935546
3.93, 8, 1, 0, 28,27, 1.5167866411076576
3.891, 8, 1, 0, 29,28, 1.4891975203166548
3.935, 8, 1, 0, 30,29, 1.4965962502677035
3.895, 8, 1, 0, 31,30, 1.5356313181828556
3.884, 8, 1, 0, 32,31, 1.5034822032912252
3.92, 8, 1, 0, 33,32, 1.5183762687660767
3.869, 8, 1, 0, 34,33, 1.5031822629239073
3.874, 8, 1, 0, 35,34, 1.495252446648184
3.936, 8, 1, 0, 36,35, 1.5102403279203052
3.85, 8, 1, 0, 37,36, 1.501374843604982
3.887, 8, 1, 0, 38,37, 1.531593459404219
3.857, 8, 1, 0, 39,38, 1.5403729194684714
3.878, 8, 1, 0, 40,39, 1.5472697817686618
3.887, 8, 1, 0, 41,40, 1.5389864777772913
3.84, 8, 1, 0, 42,41, 1.4734282793336633
3.875, 8, 1, 0, 43,42, 1.5339524105796172
3.895, 8, 1, 0, 44,43, 1.5356219436240308
3.862, 8, 1, 0, 45,44, 1.5400443712547875
3.887, 8, 1, 0, 46,45, 1.5163750158190024
3.859, 8, 1, 0, 47,46, 1.5362953582925296
3.847, 8, 1, 0, 48,47, 1.4937934878563184
3.861, 8, 1, 0, 49,48, 1.5270185551952147
3.91, 8, 1, 0, 50,49, 1.5390945173036321
4.779, 8, 2, 1, 1,0, 1.4379560719917375
4.604, 8, 2, 1, 2,1, 1.3838174368385352
4.369, 8, 2, 1, 3,2, 1.3929886399145985
4.296, 8, 2, 1, 4,3, 1.3987927573758667
4.206, 8, 2, 1, 5,4, 1.4294316503886588
4.151, 8, 2, 1, 6,5, 1.4105556880546004
4.077, 8, 2, 1, 7,6, 1.3878681791533374
4.012, 8, 2, 1, 8,7, 1.4008197975021661
4.007, 8, 2, 1, 9,8, 1.4388007293616178
3.956, 8, 2, 1, 10,9, 1.4066476005059956
3.93, 8, 2, 1, 11,10, 1.4004586921917983
3.928, 8, 2, 1, 12,11, 1.370708524800643
3.884, 8, 2, 1, 13,12, 1.3782439706378624
3.874, 8, 2, 1, 14,13, 1.3776015727464772
3.858, 8, 2, 1, 15,14, 1.4042348048933184
3.834, 8, 2, 1, 16,15, 1.386757374364559
3.817, 8, 2, 1, 17,16, 1.3655551074201973
3.796, 8, 2, 1, 18,17, 1.419434237122387
3.76, 8, 2, 1, 19,18, 1.4130691800438808
3.815, 8, 2, 1, 20,19, 1.40815784611681
3.769, 8, 2, 1, 21,20, 1.4230593102271887
3.767, 8, 2, 1, 22,21, 1.4282427008475824
3.768, 8, 2, 1, 23,22, 1.413724655349303
3.743, 8, 2, 1, 24,23, 1.388430171412596
3.74, 8, 2, 1, 25,24, 1.4198840715693852
3.756, 8, 2, 1, 26,25, 1.403893574017774
3.716, 8, 2, 1, 27,26, 1.4075801023161145
3.754, 8, 2, 1, 28,27, 1.3891483249405934
3.702, 8, 2, 1, 29,28, 1.4011961048870305
3.701, 8, 2, 1, 30,29, 1.4289263536342316
3.713, 8, 2, 1, 31,30, 1.4193124149635663
3.724, 8, 2, 1, 32,31, 1.3962770805866416
3.658, 8, 2, 1, 33,32, 1.4075617584560631
3.705, 8, 2, 1, 34,33, 1.3962245893160643
3.693, 8, 2, 1, 35,34, 1.4273087323956426
3.684, 8, 2, 1, 36,35, 1.366603480679136
3.683, 8, 2, 1, 37,36, 1.3831253410290922
3.658, 8, 2, 1, 38,37, 1.4096964863212544
3.69, 8, 2, 1, 39,38, 1.4123029940109448
3.657, 8, 2, 1, 40,39, 1.4400091584283359
3.632, 8, 2, 1, 41,40, 1.3944741884104594
3.698, 8, 2, 1, 42,41, 1.3977850763989264
3.631, 8, 2, 1, 43,42, 1.3917928368131398
3.633, 8, 2, 1, 44,43, 1.4301643518156308
3.684, 8, 2, 1, 45,44, 1.4030334162466875
3.634, 8, 2, 1, 46,45, 1.368684114599392
3.634, 8, 2, 1, 47,46, 1.4158777196997472
